scenario,policy,scenario_seed,requests,delivered,on_time,rejected,priority_requests,priority_on_time,unfinished,travel_ticks,distance,energy_used,energy_charged,delay,reward,on_time_rate,completion_rate,priority_service,distance_per_delivery,mean_delay,latency_median_ms
traffic_disruption,planner,1002067,23,17,9,3,8,5,3,92,50,50,30,105,96.35000000000002,0.391304347826087,0.7391304347826086,0.625,2.9411764705882355,6.176470588235294,0.007191000008788251
traffic_disruption,planner,1002068,33,16,2,13,3,0,4,96,58,58,30,176,-150.7,0.06060606060606061,0.48484848484848486,0.0,3.625,11.0,0.006824999985610702
traffic_disruption,planner,1002069,30,14,3,11,8,1,5,94,49,49,30,147,-150.40000000000003,0.1,0.4666666666666667,0.125,3.5,10.5,0.006864999988920317
traffic_disruption,planner,1002070,33,15,4,13,8,1,5,96,57,57,24,185,-220.26000000000002,0.12121212121212122,0.45454545454545453,0.125,3.8,12.333333333333334,0.007766999999603286
traffic_disruption,planner,1002071,21,17,9,0,5,3,4,92,53,53,27,68,108.32000000000004,0.42857142857142855,0.8095238095238095,0.6,3.1176470588235294,4.0,0.006895499979009401
traffic_disruption,planner,1002072,22,17,9,0,3,3,5,97,49,49,24,84,65.48999999999998,0.4090909090909091,0.7727272727272727,1.0,2.8823529411764706,4.9411764705882355,0.0064950000080443715
traffic_disruption,planner,1002073,29,18,6,5,4,2,6,95,61,61,30,137,-36.15000000000002,0.20689655172413793,0.6206896551724138,0.5,3.388888888888889,7.611111111111111,0.0066100000140068005
traffic_disruption,planner,1002074,25,19,12,1,5,3,5,91,59,59,33,74,63.829999999999984,0.48,0.76,0.6,3.1052631578947367,3.8947368421052633,0.006629999973029044
traffic_disruption,planner,1002075,32,15,5,11,2,1,6,97,57,57,30,132,-151.80000000000004,0.15625,0.46875,0.5,3.8,8.8,0.006885000004785979
traffic_disruption,planner,1002076,28,18,8,5,5,4,5,92,51,51,30,111,22.05000000000002,0.2857142857142857,0.6428571428571429,0.8,2.8333333333333335,6.166666666666667,0.006800499988912634
traffic_disruption,planner,1002077,37,14,6,17,13,2,6,93,51,51,39,116,-276.60999999999996,0.16216216216216217,0.3783783783783784,0.15384615384615385,3.642857142857143,8.285714285714286,0.006659999996827537
traffic_disruption,planner,1002078,31,16,8,10,9,4,5,94,58,58,39,74,-61.15999999999993,0.25806451612903225,0.5161290322580645,0.4444444444444444,3.625,4.625,0.006650500012028715
traffic_disruption,planner,1002079,34,16,7,12,5,2,6,95,62,62,33,146,-155.82,0.20588235294117646,0.47058823529411764,0.4,3.875,9.125,0.006705000032525277
traffic_disruption,planner,1002080,28,17,9,5,7,3,6,90,50,50,30,48,-10.049999999999997,0.32142857142857145,0.6071428571428571,0.42857142857142855,2.9411764705882355,2.823529411764706,0.0067099999796482734
traffic_disruption,planner,1002081,33,15,6,12,4,1,6,95,60,60,33,201,-231.72000000000003,0.18181818181818182,0.45454545454545453,0.25,4.0,13.4,0.006694999967749027
traffic_disruption,planner,1002082,28,14,6,10,5,2,4,86,47,47,24,61,-96.01000000000002,0.21428571428571427,0.5,0.4,3.357142857142857,4.357142857142857,0.006514999995488324
traffic_disruption,planner,1002083,28,15,7,8,9,5,5,92,54,54,27,142,-105.82999999999998,0.25,0.5357142857142857,0.5555555555555556,3.6,9.466666666666667,0.006535000011353986
traffic_disruption,planner,1002084,28,16,6,7,10,3,5,94,50,50,27,120,-69.18,0.21428571428571427,0.5714285714285714,0.3,3.125,7.5,0.006715500006748698
traffic_disruption,planner,1002085,26,15,8,6,4,2,5,98,50,50,21,89,-54.440000000000026,0.3076923076923077,0.5769230769230769,0.5,3.3333333333333335,5.933333333333334,0.006480000024566834
traffic_disruption,planner,1002086,28,18,7,7,9,3,3,95,55,55,30,111,29.35,0.25,0.6428571428571429,0.3333333333333333,3.0555555555555554,6.166666666666667,0.006499999983589078
traffic_disruption,planner,1002087,25,20,8,4,9,5,1,94,54,54,30,209,96.00000000000001,0.32,0.8,0.5555555555555556,2.7,10.45,0.006574999986241892
traffic_disruption,planner,1002088,26,15,8,5,4,4,6,91,53,53,30,110,-45.050000000000026,0.3076923076923077,0.5769230769230769,1.0,3.533333333333333,7.333333333333333,0.006680000012693199
traffic_disruption,planner,1002089,32,13,5,12,9,5,7,93,52,52,30,82,-198.95000000000005,0.15625,0.40625,0.5555555555555556,4.0,6.3076923076923075,0.006579999990208307
traffic_disruption,planner,1002090,27,15,3,8,8,2,4,96,50,50,27,174,-105.07999999999998,0.1111111111111111,0.5555555555555556,0.25,3.3333333333333335,11.6,0.006624999997484338
traffic_disruption,planner,1002091,22,17,9,1,6,4,4,93,55,55,27,68,96.57000000000002,0.4090909090909091,0.7727272727272727,0.6666666666666666,3.235294117647059,4.0,0.00664499998492829
traffic_disruption,planner,1002092,19,12,7,1,5,2,6,85,52,52,36,34,-19.940000000000026,0.3684210526315789,0.631578947368421,0.4,4.333333333333333,2.8333333333333335,0.006474500025888119
traffic_disruption,planner,1002093,21,12,6,3,1,1,6,90,49,49,18,74,-50.17000000000002,0.2857142857142857,0.5714285714285714,1.0,4.083333333333333,6.166666666666667,0.006514999995488324
traffic_disruption,planner,1002094,32,17,6,10,6,3,5,94,57,57,24,152,-104.00999999999999,0.1875,0.53125,0.5,3.3529411764705883,8.941176470588236,0.006800499988912634
traffic_disruption,planner,1002095,22,17,7,2,9,4,3,90,61,61,45,120,64.90000000000003,0.3181818181818182,0.7727272727272727,0.4444444444444444,3.588235294117647,7.0588235294117645,0.006479999996145125
traffic_disruption,planner,1002096,30,16,6,9,7,2,5,93,54,54,36,98,-96.34,0.2,0.5333333333333333,0.2857142857142857,3.375,6.125,0.00697550001405034
traffic_disruption,planner,1002097,41,17,4,19,14,1,5,91,57,57,36,127,-220.29000000000008,0.0975609756097561,0.4146341463414634,0.07142857142857142,3.3529411764705883,7.470588235294118,0.0069709999763745145
traffic_disruption,planner,1002098,35,13,4,16,6,1,6,96,55,55,27,118,-246.23000000000008,0.11428571428571428,0.37142857142857144,0.16666666666666666,4.230769230769231,9.076923076923077,0.006805499992879049
traffic_disruption,planner,1002099,40,19,7,20,5,4,1,92,60,60,33,192,-114.41999999999993,0.175,0.475,0.8,3.1578947368421053,10.105263157894736,0.0068450000014763646
traffic_disruption,planner,1002100,31,15,6,11,9,2,5,97,55,55,21,132,-125.99000000000001,0.1935483870967742,0.4838709677419355,0.2222222222222222,3.6666666666666665,8.8,0.0065499999948315235
traffic_disruption,planner,1002101,27,17,8,7,7,3,3,90,61,61,36,99,-24.139999999999965,0.2962962962962963,0.6296296296296297,0.42857142857142855,3.588235294117647,5.823529411764706,0.006734999999480351
traffic_disruption,planner,1002102,41,15,4,20,1,0,6,94,52,52,36,160,-272.29000000000013,0.0975609756097561,0.36585365853658536,0.0,3.466666666666667,10.666666666666666,0.0067800000067563815
traffic_disruption,planner,1002103,22,17,10,1,7,4,4,96,54,54,21,75,59.11000000000002,0.45454545454545453,0.7727272727272727,0.5714285714285714,3.176470588235294,4.411764705882353,0.006609999985585091
traffic_disruption,planner,1002104,34,16,6,14,6,3,4,92,60,60,27,134,-152.63,0.17647058823529413,0.47058823529411764,0.5,3.75,8.375,0.006824999985610702
traffic_disruption,planner,1002105,41,16,9,21,10,4,4,92,54,54,27,159,-273.48,0.21951219512195122,0.3902439024390244,0.4,3.375,9.9375,0.006534999982932277
traffic_disruption,planner,1002106,29,16,7,7,6,5,6,93,56,56,33,116,-44.31999999999998,0.2413793103448276,0.5517241379310345,0.8333333333333334,3.5,7.25,0.006689999992204321
traffic_disruption,planner,1002107,21,18,8,0,8,6,3,90,56,56,36,100,146.91000000000003,0.38095238095238093,0.8571428571428571,0.75,3.111111111111111,5.555555555555555,0.006640000009383584
traffic_disruption,planner,1002108,26,13,6,7,3,0,6,89,57,57,33,89,-142.21999999999997,0.23076923076923078,0.5,0.0,4.384615384615385,6.846153846153846,0.006624999997484338
traffic_disruption,planner,1002109,44,15,3,24,12,0,5,95,51,51,24,156,-392.60999999999996,0.06818181818181818,0.3409090909090909,0.0,3.4,10.4,0.0064899999756562465
traffic_disruption,planner,1002110,29,14,5,9,8,2,6,95,55,55,30,151,-147.40000000000003,0.1724137931034483,0.4827586206896552,0.25,3.9285714285714284,10.785714285714286,0.006544499967731099
traffic_disruption,planner,1002111,32,15,7,12,7,3,5,91,53,53,30,98,-166.30000000000007,0.21875,0.46875,0.42857142857142855,3.533333333333333,6.533333333333333,0.0065399999868986924
traffic_disruption,planner,1002112,25,18,7,2,4,2,5,91,58,58,30,101,47.30000000000007,0.28,0.72,0.5,3.2222222222222223,5.611111111111111,0.006695499990883036
traffic_disruption,planner,1002113,29,16,6,8,7,2,5,97,51,51,15,124,-56.10000000000002,0.20689655172413793,0.5517241379310345,0.2857142857142857,3.1875,7.75,0.006519499976320731
traffic_disruption,planner,1002114,26,15,6,5,9,2,6,95,52,52,27,94,-84.83000000000003,0.23076923076923078,0.5769230769230769,0.2222222222222222,3.466666666666667,6.266666666666667,0.0066049999816186755
traffic_disruption,planner,1002115,28,16,6,7,6,2,5,97,50,50,30,102,-35.85000000000001,0.21428571428571427,0.5714285714285714,0.3333333333333333,3.125,6.375,0.006614500023260916
traffic_disruption,planner,1002116,32,14,4,12,10,2,6,96,57,57,30,115,-195.10000000000002,0.125,0.4375,0.2,4.071428571428571,8.214285714285714,0.006479999996145125
traffic_disruption,planner,1002117,30,16,4,9,9,1,5,94,55,55,30,183,-161.7,0.13333333333333333,0.5333333333333333,0.1111111111111111,3.4375,11.4375,0.006569999982275476
traffic_disruption,planner,1002118,31,16,4,10,8,1,5,93,54,54,33,145,-110.47,0.12903225806451613,0.5161290322580645,0.125,3.375,9.0625,0.006535000011353986
traffic_disruption,planner,1002119,33,14,6,12,7,1,7,92,59,59,33,113,-181.92,0.18181818181818182,0.42424242424242425,0.14285714285714285,4.214285714285714,8.071428571428571,0.006605000010040385
traffic_disruption,planner,1002120,33,16,6,12,9,4,5,96,55,55,36,146,-157.28999999999996,0.18181818181818182,0.48484848484848486,0.4444444444444444,3.4375,9.125,0.0065694999875631765
traffic_disruption,planner,1002121,25,16,7,3,4,0,6,92,60,60,39,57,-7.459999999999965,0.28,0.64,0.0,3.75,3.5625,0.006359499991503981
traffic_disruption,planner,1002122,23,14,3,4,6,1,5,90,57,57,33,124,-24.119999999999997,0.13043478260869565,0.6086956521739131,0.16666666666666666,4.071428571428571,8.857142857142858,0.006800499988912634
traffic_disruption,planner,1002123,24,16,7,4,6,4,4,95,56,56,30,116,29.899999999999963,0.2916666666666667,0.6666666666666666,0.6666666666666666,3.5,7.25,0.006514499972354315
traffic_disruption,planner,1002124,32,15,5,12,2,0,5,95,54,54,27,164,-175.88000000000002,0.15625,0.46875,0.0,3.6,10.933333333333334,0.006639999980961875
traffic_disruption,planner,1002125,33,16,6,13,8,3,4,95,54,54,33,140,-100.17000000000002,0.18181818181818182,0.48484848484848486,0.375,3.375,8.75,0.006589999998141138
traffic_disruption,planner,1002126,25,18,6,3,5,2,4,94,58,58,30,184,24.549999999999997,0.24,0.72,0.4,3.2222222222222223,10.222222222222221,0.006504999987555493
traffic_disruption,planner,1002127,30,16,7,8,7,5,6,96,52,52,24,125,-74.10999999999997,0.23333333333333334,0.5333333333333333,0.7142857142857143,3.25,7.8125,0.006904999992229932
traffic_disruption,planner,1002128,35,16,7,14,11,5,5,95,53,53,24,164,-191.60999999999999,0.2,0.45714285714285713,0.45454545454545453,3.3125,10.25,0.006740499998159066
traffic_disruption,planner,1002129,29,17,6,8,5,2,4,93,51,51,33,143,-52.56999999999999,0.20689655172413793,0.5862068965517241,0.4,3.0,8.411764705882353,0.006520000027876449
traffic_disruption,planner,1002130,29,18,7,9,4,2,2,96,49,49,21,164,-51.78999999999998,0.2413793103448276,0.6206896551724138,0.5,2.7222222222222223,9.11111111111111,0.00667999998427149
traffic_disruption,planner,1002131,32,15,9,11,10,5,6,94,51,51,27,66,-76.67999999999999,0.28125,0.46875,0.5,3.4,4.4,0.006514999995488324
traffic_disruption,planner,1002132,32,19,7,10,6,3,3,90,58,58,39,133,-40.510000000000005,0.21875,0.59375,0.5,3.0526315789473686,7.0,0.006535000011353986
traffic_disruption,planner,1002133,33,15,4,13,5,1,5,96,55,55,27,150,-158.88,0.12121212121212122,0.45454545454545453,0.2,3.6666666666666665,10.0,0.006700000000137152
traffic_disruption,planner,1002134,30,15,3,10,8,1,5,94,54,54,36,113,-107.93999999999997,0.1,0.5,0.125,3.6,7.533333333333333,0.0065840000047501235
traffic_disruption,planner,1002135,22,16,6,1,6,3,5,98,50,50,27,127,52.069999999999965,0.2727272727272727,0.7272727272727273,0.5,3.125,7.9375,0.0065050000159772026
traffic_disruption,planner,1002136,26,16,10,7,12,7,3,95,53,53,21,105,5.50999999999997,0.38461538461538464,0.6153846153846154,0.5833333333333334,3.3125,6.5625,0.0066200000219396316
traffic_disruption,planner,1002137,33,15,5,13,3,1,5,96,59,59,30,183,-204.5,0.15151515151515152,0.45454545454545453,0.3333333333333333,3.933333333333333,12.2,0.006604499986906376
traffic_disruption,planner,1002138,23,15,5,3,7,3,5,97,54,54,21,72,29.309999999999995,0.21739130434782608,0.6521739130434783,0.42857142857142855,3.6,4.8,0.00648500000011154
traffic_disruption,planner,1002139,28,12,3,9,6,0,7,93,53,53,33,86,-201.36999999999998,0.10714285714285714,0.42857142857142855,0.0,4.416666666666667,7.166666666666667,0.006739999975025057
traffic_disruption,planner,1002140,31,16,6,10,5,3,5,92,54,54,30,172,-121.90000000000002,0.1935483870967742,0.5161290322580645,0.6,3.375,10.75,0.006635000005417169
traffic_disruption,planner,1002141,30,17,8,8,8,2,5,90,60,60,27,125,-103.63,0.26666666666666666,0.5666666666666667,0.25,3.5294117647058822,7.352941176470588,0.006605000038462094
traffic_disruption,planner,1002142,36,17,6,15,9,4,4,87,65,65,42,175,-142.28,0.16666666666666666,0.4722222222222222,0.4444444444444444,3.823529411764706,10.294117647058824,0.0067199999875811045
traffic_disruption,planner,1002143,23,15,6,1,6,3,7,91,50,50,27,70,16.32000000000002,0.2608695652173913,0.6521739130434783,0.5,3.3333333333333335,4.666666666666667,0.006729999995513936
traffic_disruption,planner,1002144,35,17,7,13,7,3,5,95,57,57,27,139,-117.13000000000001,0.2,0.4857142857142857,0.42857142857142855,3.3529411764705883,8.176470588235293,0.006575000014663601
traffic_disruption,planner,1002145,33,16,5,12,5,0,5,96,50,50,27,167,-220.68000000000006,0.15151515151515152,0.48484848484848486,0.0,3.125,10.4375,0.006595000002107554
traffic_disruption,planner,1002146,31,16,6,10,9,3,5,96,56,56,30,164,-166.55000000000004,0.1935483870967742,0.5161290322580645,0.3333333333333333,3.5,10.25,0.006619999993517922
traffic_disruption,planner,1002147,25,15,8,5,7,3,5,95,54,54,33,62,-0.8200000000000074,0.32,0.6,0.42857142857142855,3.6,4.133333333333334,0.006429999984902679
traffic_disruption,planner,1002148,31,14,5,11,11,1,6,93,61,61,33,105,-154.16999999999996,0.16129032258064516,0.45161290322580644,0.09090909090909091,4.357142857142857,7.5,0.006584999994174723
traffic_disruption,planner,1002149,31,18,11,8,6,3,5,91,59,59,36,111,-52.44000000000001,0.3548387096774194,0.5806451612903226,0.5,3.2777777777777777,6.166666666666667,0.00656500000673077
traffic_disruption,ddqn_101,1002000,25,17,8,4,6,2,4,94,49,49,21,70,-1.6400000000000148,0.32,0.68,0.3333333333333333,2.8823529411764706,4.117647058823529,0.12384699999756776
traffic_disruption,ddqn_101,1002001,39,13,5,18,15,3,8,87,54,54,49,88,-288.6599999999999,0.1282051282051282,0.3333333333333333,0.2,4.153846153846154,6.769230769230769,0.12996649996921406
traffic_disruption,ddqn_101,1002002,31,13,6,11,7,2,7,89,47,47,18,76,-201.82,0.1935483870967742,0.41935483870967744,0.2857142857142857,3.6153846153846154,5.846153846153846,0.13231949998271375
traffic_disruption,ddqn_101,1002003,32,16,6,11,9,1,5,94,56,56,27,141,-160.77999999999997,0.1875,0.5,0.1111111111111111,3.5,8.8125,0.1313180000011016
traffic_disruption,ddqn_101,1002004,21,12,4,1,3,1,8,86,50,50,21,76,-87.13999999999999,0.19047619047619047,0.5714285714285714,0.3333333333333333,4.166666666666667,6.333333333333333,0.1288845000146921
traffic_disruption,ddqn_101,1002005,24,17,6,3,5,4,4,91,52,52,21,147,20.359999999999935,0.25,0.7083333333333334,0.8,3.0588235294117645,8.647058823529411,0.13120250000042688
traffic_disruption,ddqn_101,1002006,32,13,5,13,7,1,6,95,50,50,19,84,-211.41000000000003,0.15625,0.40625,0.14285714285714285,3.8461538461538463,6.461538461538462,0.12701700001116478
traffic_disruption,ddqn_101,1002007,32,15,6,11,10,2,6,87,48,48,31,130,-170.13999999999993,0.1875,0.46875,0.2,3.2,8.666666666666666,0.13227450000385943
traffic_disruption,ddqn_101,1002008,31,15,6,9,4,2,7,88,54,54,42,100,-139.53,0.1935483870967742,0.4838709677419355,0.5,3.6,6.666666666666667,0.13126799998985916
traffic_disruption,ddqn_101,1002009,23,17,7,3,8,4,3,92,50,50,28,143,60.08000000000002,0.30434782608695654,0.7391304347826086,0.5,2.9411764705882355,8.411764705882353,0.12779299999010618
traffic_disruption,ddqn_101,1002010,35,14,4,16,8,3,5,92,49,49,13,199,-237.7700000000001,0.11428571428571428,0.4,0.375,3.5,14.214285714285714,0.13052200000629455
traffic_disruption,ddqn_101,1002011,34,15,7,13,7,2,6,97,52,52,21,100,-174.34000000000006,0.20588235294117646,0.4411764705882353,0.2857142857142857,3.466666666666667,6.666666666666667,0.13125299997795992
traffic_disruption,ddqn_101,1002012,41,16,10,17,13,4,8,81,54,54,30,45,-243.80000000000004,0.24390243902439024,0.3902439024390244,0.3076923076923077,3.375,2.8125,0.12904999999818756
traffic_disruption,ddqn_101,1002013,25,16,10,4,5,1,5,86,50,50,22,68,-20.83,0.4,0.64,0.2,3.125,4.25,0.12276549998091468
traffic_disruption,ddqn_101,1002014,32,16,6,12,6,1,4,91,58,58,39,132,-123.26000000000003,0.1875,0.5,0.16666666666666666,3.625,8.25,0.12844399998357403
traffic_disruption,ddqn_101,1002015,27,15,4,8,3,1,4,95,50,50,21,159,-72.78999999999999,0.14814814814814814,0.5555555555555556,0.3333333333333333,3.3333333333333335,10.6,0.12829899998223482
traffic_disruption,ddqn_101,1002016,37,15,5,18,9,1,4,92,41,41,12,157,-240.53,0.13513513513513514,0.40540540540540543,0.1111111111111111,2.7333333333333334,10.466666666666667,0.13776800000186995
traffic_disruption,ddqn_101,1002017,30,13,2,11,6,0,6,81,43,43,22,162,-244.72999999999993,0.06666666666666667,0.43333333333333335,0.0,3.3076923076923075,12.461538461538462,0.13018599997849378
traffic_disruption,ddqn_101,1002018,26,17,4,5,7,2,4,92,49,49,33,114,32.37999999999999,0.15384615384615385,0.6538461538461539,0.2857142857142857,2.8823529411764706,6.705882352941177,0.12792300000796786
traffic_disruption,ddqn_101,1002019,31,14,6,11,7,2,6,91,58,58,36,108,-187.78999999999996,0.1935483870967742,0.45161290322580644,0.2857142857142857,4.142857142857143,7.714285714285714,0.13093749998915882
traffic_disruption,ddqn_101,1002020,26,14,5,5,5,2,7,90,52,52,18,93,-84.22000000000001,0.19230769230769232,0.5384615384615384,0.4,3.7142857142857144,6.642857142857143,0.1291399999843179
traffic_disruption,ddqn_101,1002021,32,12,4,12,8,1,8,79,46,46,32,88,-231.83000000000004,0.125,0.375,0.125,3.8333333333333335,7.333333333333333,0.13405199999283468
traffic_disruption,ddqn_101,1002022,31,13,4,12,8,0,6,97,53,53,21,125,-300.1900000000001,0.12903225806451613,0.41935483870967744,0.0,4.076923076923077,9.615384615384615,0.12953600000287224
